TYPE,NAME,FIPS,STATE_ABBREV,LON,LAT,CE_LIVES,NZ_LIVES,CE_COST,NZ_COST
town,"Drakes Branch, VA",5123376,VA,-78.60095207684162,36.993350576474384,3.0,10.0,1390087.0172665494,4644573.93632408
CDP,"Tall Timbers, MD",2476675,MD,-76.53650694707339,38.1654633075983,3.0,7.0,1159590.7316500526,3439584.348303942
city,"Marble Rock, IA",1949305,IA,-92.86833738938033,42.96472011396009,3.0,17.0,1148357.2887333126,8384817.013988702
town,"Marshville, NC",3741640,NC,-80.3712224758394,34.98567008590679,16.0,49.0,7436074.487335718,23320257.387260806
city,"Washington, NC",3771220,NC,-77.05449194328448,35.55946646463576,63.0,189.0,28815904.49594201,90369496.81401907
town,"Pink Hill, NC",3752400,NC,-77.74369501705893,35.056219256306285,4.0,11.0,1636591.0236233072,5132509.629048998
CDP,"Selma, VA",5171072,VA,-79.84993277209328,37.80327573832333,3.0,10.0,1395303.1036352797,4662001.9811132895
town,"Cooleemee, NC",3714460,NC,-80.55608455086676,35.8125583275859,6.0,19.0,2928010.122264244,9182526.318153115
town,"Keysville, VA",5142264,VA,-78.48036476339118,37.039008639722596,5.0,15.0,2130771.281626212,7119356.296391697
city,"Roxboro, NC",3758160,NC,-78.98112427189746,36.390392089341915,54.0,163.0,24876183.55907427,78014146.36154476
city,"Floyd, IA",1928020,IA,-92.74025439295887,43.128200518483126,3.0,20.0,1339750.170188865,9782286.516320152
village,"Lake Park, NC",3736512,NC,-80.63478895559821,35.08476303402672,23.0,68.0,10367060.229642913,32512115.541103102
CDP,"Piney Point, MD",2461875,MD,-76.52035808518815,38.14823645680249,5.0,14.0,2167714.5797226895,6429886.801005013
CDP,"Twin Lakes, VA",5179768,VA,-78.44169412434468,38.25045794097045,10.0,31.0,4431065.37023615,14805124.048432672
town,"La Grange, NC",3736400,NC,-77.7888969237103,35.30641987802961,19.0,56.0,8543005.143313665,26791700.263635766
city,"Nora Springs, IA",1956910,IA,-93.00948065397635,43.14454234137674,13.0,90.0,5944897.256639804,43407113.929560564
town,"Pantego, NC",3750080,NC,-76.65939659476571,35.58737292151857,1.0,3.0,511806.6473876524,1605075.7385389593
town,"Bermuda Run, NC",3705135,NC,-80.42726874851876,36.001139699464524,11.0,33.0,5088310.273447011,15957439.02849779
CDP,"Callaghan, VA",5112136,VA,-80.08713774306912,37.81121068628739,2.0,7.0,933679.4600026732,3119620.017268332
CDP,"Lunenburg, VA",5147496,VA,-78.26823683336319,36.95846532374294,1.0,3.0,451191.47089514654,1507525.8742665404
town,"Princess Anne, MD",2464000,MD,-75.69692408124787,38.20534504150905,18.0,51.0,8099753.675893945,24025533.49928792
city,"St. Ansgar, IA",1969735,IA,-92.91819647711078,43.37999245933049,9.0,66.0,4339540.638716702,31685481.9814335
town,"Chocowinity, NC",3712580,NC,-77.10166959820009,35.51471547141141,5.0,16.0,2472740.2556926697,7754755.457708576
town,"Indian Trail, NC",3733560,NC,-80.64597294811026,35.06963089704451,225.0,678.0,103227234.91002937,323730711.8933432
town,"Spencer, NC",3763760,NC,-80.42488079163475,35.6987753123955,22.0,65.0,9861204.822341165,30925703.473942503
CDP,"Ivy, VA",5140248,VA,-78.5987168121286,38.06113130402337,5.0,16.0,2347238.865928508,7842620.155143852
CDP,"Thynedale, VA",5178532,VA,-78.4774681037543,36.8182185331493,1.0,4.0,500744.2913980817,1673092.2997640218
